retries,packet_loss,ack_success,crc_error,label
14,0.3972741269536098,0.4042589999532703,1,LV
6,0.1734322221525297,0.8246839448553932,0,SCL
9,0.2838988591868839,0.8891473081375323,1,SCL
1,0.1009795221211743,0.8365027337109323,0,SCL
5,0.4769858863577497,0.344994776881547,1,LV
0,0.166761324181366,0.9699213849273232,1,SC
3,0.0471337554774578,0.986642741524995,0,SC
3,0.1278368723060452,0.7826076293475112,0,SCL
1,0.1657723381280699,0.9747638815486668,1,SC
2,0.0236034720611017,0.9736348927365166,0,SC
7,0.1612590909963857,0.75293333326601,0,SCL
0,0.0667202788718755,0.9566158555263764,0,SC
14,0.4442888324573493,0.3311577988022217,1,LV
12,0.150855927694782,0.4861329736740096,0,LV
6,0.3470888376787444,0.4304496775085406,1,LV
2,0.178198290842153,0.9756309224011204,1,SC
1,0.2773336775280799,0.737441483058639,1,SCL
2,0.1244420233322829,0.987351106686962,1,SC
1,0.026850524698236,0.9801103628048072,0,SC
4,0.0781695415195852,0.9922934672014786,0,SC
9,0.2578251949697405,0.3767426669886932,0,LV
4,0.1864758510697973,0.9706758329658252,1,SC
1,0.064990260407763,0.967572321888192,0,SC
13,0.3929929794421684,0.3240370431279131,1,LV
0,0.1922829629646293,0.9688856945409128,1,SC
5,0.0244364536013773,0.992661498183632,0,SC
4,0.2918175169013751,0.8726308970872566,1,SCL
5,0.1647321607524698,0.9945260542332596,1,SC
4,0.0402605973137165,0.9943253436401904,0,SC
12,0.4991488282147773,0.303849620065529,1,LV
8,0.0850412516348416,0.7104908713327834,0,SCL
2,0.0805000736114422,0.992926551492852,0,SC
2,0.1513895057327994,0.966549014479528,1,SC
13,0.3428328260397849,0.3294047440841065,1,LV
15,0.1914360382444156,0.487322998897964,0,LV
3,0.0808837562885346,0.9667262290181562,0,SC
5,0.0408165516162423,0.997798675014967,0,SC
2,0.0719191827800277,0.9796599263968117,0,SC
3,0.0812796937009143,0.9882960027351514,0,SC
6,0.2678086582574543,0.802900054229979,1,SCL
0,0.2265478548890773,0.7378561426447678,1,SCL
10,0.2576407123787387,0.8303854816871412,1,SCL
8,0.2987896364989313,0.7615612394331384,1,SCL
2,0.0213810457618589,0.978803098787658,0,SC
15,0.2391711309624026,0.3373076452626998,0,LV
7,0.2524584098843121,0.7768401083756917,1,SCL
1,0.100626696185271,0.8586224812695503,0,SCL
2,0.0508504781003383,0.9958926574019946,0,SC
5,0.0634914222904833,0.976881646971158,0,SC
5,0.1836717513621104,0.3716786551782924,0,LV
10,0.3607741140121226,0.3003643101539514,1,LV
3,0.0896616637296365,0.9937914427108876,0,SC
5,0.0807473360047274,0.9931924264286306,0,SC
1,0.0568455496333317,0.9634137903197304,0,SC
1,0.1513991313787558,0.7995170344467262,0,SCL
1,0.1813037957751905,0.973913565739658,1,SC
8,0.253569475329502,0.7586272451647985,1,SCL
5,0.2842209036205884,0.8291936899582477,1,SCL
5,0.1897177002131481,0.9717544174130776,1,SC
1,0.149846665053556,0.9792533780641992,1,SC
0,0.0230936250369582,0.97849973238895,0,SC
15,0.1132075527804992,0.3803220180783337,0,LV
4,0.0798652130886312,0.9710334597311968,0,SC
0,0.0470692039567381,0.9865038589661244,0,SC
5,0.2447534075042979,0.7584256223485046,1,SCL
15,0.2132000441959355,0.4866057829182919,0,LV
1,0.0194318836445834,0.990507023487267,0,SC
9,0.2798100356397674,0.8902233899375784,1,SCL
9,0.475383586360005,0.4656409228732688,1,LV
5,0.1307036056042931,0.9715764631671296,1,SC
6,0.2735847962026947,0.803359457430203,1,SCL
14,0.3881898167395227,0.392590222199461,1,LV
7,0.1576675010699528,0.7841122590165464,0,SCL
1,0.1964028500432392,0.8078156822281676,0,SCL
5,0.1300058534595669,0.9580361223032834,1,SC
4,0.021687181009244,0.9764544246553688,0,SC
9,0.1488142405295759,0.83886254546277,0,SCL
12,0.20662611700991,0.3507747361238239,0,LV
6,0.2132601266044813,0.4702791618043254,0,LV
7,0.3019507439615561,0.3992053307129197,1,LV
12,0.4938094373008447,0.3287700345395411,1,LV
0,0.1537275462457715,0.960837876611967,1,SC
4,0.2796602246634609,0.8272200554215725,1,SCL
7,0.3749839800271832,0.3726658023875077,1,LV
1,0.1862028898357618,0.73945513343113,0,SCL
0,0.1505916164819048,0.7136335950603999,0,SCL
8,0.2364629041873701,0.7158542332419926,1,SCL
1,0.2404855410195976,0.8534945793006459,1,SCL
4,0.0373337509717391,0.9651025428041548,0,SC
7,0.195354526586146,0.7060251868314142,0,SCL
5,0.1758559971296022,0.787618635262852,0,SCL
8,0.2449778311213578,0.7912739499854061,1,SCL
8,0.1804063337701261,0.7493817344197913,0,SCL
7,0.1716930594550976,0.3924330762159029,0,LV
10,0.0796719591785155,0.8823632015088014,0,SCL
6,0.1627322027313209,0.8285334340085988,0,SCL
11,0.143854942433537,0.4034074355475776,0,LV
11,0.1339618596930517,0.4620102930239814,0,LV
9,0.449430567316227,0.3555984441566323,1,LV
4,0.1632678032494647,0.9532972896695124,1,SC
1,0.0922482189964185,0.9673851268089576,0,SC
5,0.149211571466,0.7278366618312153,0,SCL
11,0.2044766525323317,0.4802782790250636,0,LV
4,0.1781554778721052,0.9536248417273078,1,SC
7,0.1377717933209594,0.4416530796444002,0,LV
7,0.111807188783376,0.7776602857032696,0,SCL
1,0.0768144352651452,0.9959726301401344,0,SC
1,0.2172956063494795,0.7623824797608599,1,SCL
6,0.2666567230339297,0.8341895597645479,1,SCL
2,0.0493056614821439,0.996048488957428,0,SC
13,0.3830992208028501,0.3188270567349652,1,LV
3,0.1660150328015267,0.996014903436982,1,SC
12,0.427270084228401,0.4490644202553494,1,LV
7,0.440178068141694,0.3486938536856532,1,LV
1,0.0937769697748911,0.9929845850985988,0,SC
8,0.1241791318468746,0.8399478355254502,0,SCL
9,0.1858334385946546,0.4152126555589545,0,LV
9,0.1054688353105995,0.4489461193198679,0,LV
7,0.1542706746053693,0.8861955221948085,0,SCL
10,0.2839380197406258,0.7297763223871261,1,SCL
5,0.1942292760571324,0.4067762479670299,0,LV
5,0.2317987247034934,0.790296949827907,1,SCL
0,0.0313904866939311,0.9685285047743072,0,SC
3,0.0613666081722788,0.7292720090606427,0,SCL
4,0.1590916198157674,0.8366929142689417,0,SCL
14,0.2452075879946531,0.4133717734558643,0,LV
2,0.0994262246894718,0.9508861886866872,0,SC
9,0.1199984267745575,0.4400951616912522,0,LV
5,0.1496017341361025,0.9545902244442718,1,SC
7,0.1561693730123571,0.7213151954012316,0,SCL
12,0.1072159801616601,0.3906242350159039,0,LV
8,0.1532244028734034,0.4548861566588304,0,LV
2,0.1160943151518796,0.8382693577969803,0,SCL
12,0.4940405295361065,0.4528495344715569,1,LV
2,0.0922283788639236,0.9700592637232002,0,SC
3,0.096457520105031,0.972854826222214,0,SC
6,0.096546173538251,0.7768217516251031,0,SCL
1,0.1831834021980593,0.9739219442522964,1,SC
4,0.0204896731362336,0.9961823341033356,0,SC
7,0.1685682957868818,0.3732257015543815,0,LV
10,0.1940050467474899,0.4950093915454202,0,LV
8,0.407176506476697,0.323146733244484,1,LV
6,0.2116793905678318,0.3389800458476447,0,LV
11,0.3105567394600253,0.4263199027309309,1,LV
2,0.1366917311605304,0.7645426429095921,0,SCL
2,0.099947522871094,0.983169045134995,0,SC
0,0.1053128868470378,0.75016988538102,0,SCL
6,0.2801437593768972,0.8964663252723575,1,SCL
2,0.0686418850289364,0.98832479973667,0,SC
2,0.0549526728912625,0.8332409475092062,0,SCL
2,0.170577823467425,0.8293944317567142,0,SCL
4,0.1321689807416779,0.9549667650487944,1,SC
12,0.3163200170281903,0.4794563158988749,1,LV
9,0.1354147470459093,0.8340586180046285,0,SCL
4,0.0112539982254608,0.9989433045990002,0,SC
2,0.0466975896070253,0.9908058805136633,0,SC
6,0.2283140770679853,0.3384644168065747,0,LV
8,0.1169579581163806,0.4181827231091825,0,LV
13,0.2890452678046143,0.4738914934375603,0,LV
9,0.2510793652700626,0.3201649589662359,0,LV
3,0.0551199781463639,0.9576824960229589,0,SC
4,0.164719554916428,0.8967177262293345,0,SCL
1,0.2696455731441503,0.8312051840874578,1,SCL
10,0.1504029590187341,0.4979035972784718,0,LV
14,0.2371978054866056,0.4182978031874367,0,LV
1,0.0791301440057472,0.8199301079678134,0,SCL
3,0.1540537098704206,0.9587389449422492,1,SC
5,0.0314837410180567,0.9968536784911228,0,SC
4,0.1459001590411084,0.96299514739127,1,SC
8,0.1226371127606376,0.8014245226098767,0,SCL
0,0.254374185538914,0.8832483676783977,1,SCL
3,0.1398963528820427,0.992446051300325,1,SC
6,0.2602327052829333,0.7832976343196173,1,SCL
2,0.0700210601035516,0.9718701268843588,0,SC
6,0.3968221552382071,0.4722179004977523,1,LV
0,0.1725621715771952,0.9987584232782004,1,SC
9,0.2696132301183375,0.8316586719783607,1,SCL
1,0.1293011078395947,0.9555805793698472,1,SC
7,0.2200115891520253,0.8975305018138657,1,SCL
4,0.0569023056862098,0.9577957835958156,0,SC
10,0.2238199749982295,0.8738671850606023,1,SCL
9,0.1422245716137389,0.8063630208028789,0,SCL
14,0.2846582076663725,0.3592630485167999,0,LV
1,0.0872525241401817,0.9900261029031486,0,SC
10,0.2149632414896584,0.852619786434546,1,SCL
0,0.0642177452520774,0.996790724583014,0,SC
0,0.1567773110183596,0.8941844699142354,0,SCL
5,0.1604916437584226,0.9977295357992731,1,SC
1,0.2463268918227118,0.7046451503090209,1,SCL
4,0.1920471384299742,0.9512517567435536,1,SC
10,0.1494423264781856,0.8584040997879789,0,SCL
13,0.2787530601684855,0.4142027106166763,0,LV
8,0.1745274912945829,0.8919741674915274,0,SCL
3,0.0516329946794199,0.9616831587245456,0,SC
9,0.4773596234679648,0.4826666138749176,1,LV
9,0.394767314184712,0.4776794017476253,1,LV
14,0.4499641844310154,0.4452612818037859,1,LV
1,0.1060403117271968,0.8832782970758475,0,SCL
2,0.0887419559342159,0.9575359711109948,0,SC
5,0.1024638712314886,0.9941912048114162,1,SC
5,0.4500318699552262,0.4832900454200507,1,LV
8,0.2252894824245065,0.4743568562226415,0,LV
9,0.1094613143073806,0.7855835658811747,0,SCL
8,0.3702736941460351,0.4024305212060879,1,LV
9,0.4794591097664247,0.4063711081214833,1,LV
4,0.1500439348470123,0.9859327858438128,1,SC
11,0.4100702396050861,0.4758537002781728,1,LV
3,0.256106984315158,0.7244137433066108,1,SCL
3,0.1664866238154925,0.8173471893891489,0,SCL
10,0.2256881399797815,0.804694488794683,1,SCL
15,0.430018979489441,0.3231159778625085,1,LV
1,0.1980515241446135,0.9778832191282284,1,SC
0,0.0940667666013587,0.9567526700846066,0,SC
0,0.1160424950686407,0.8341060355414288,0,SCL
3,0.0320511225835404,0.9711615715661,0,SC
12,0.1348540479507538,0.3304797332904112,0,LV
2,0.0908612162434919,0.9597206406159756,0,SC
5,0.0853870572916903,0.9598597021061018,0,SC
7,0.1959651079889332,0.7761250866284821,0,SCL
5,0.0447660909957444,0.9585332771875598,0,SC
3,0.0377874264353659,0.9700138251321888,0,SC
1,0.0992833349112551,0.9958331951656232,0,SC
4,0.0997611243257332,0.8039823422803585,0,SCL
2,0.0282301172719207,0.96274356082396,0,SC
10,0.1439527148277811,0.3123435913667387,0,LV
10,0.3494289244560226,0.4382377866130228,1,LV
4,0.2575012990791176,0.7078065118188561,1,SCL
10,0.0691678683187286,0.7706229974560912,0,SCL
7,0.2245135259463725,0.8031281349945476,1,SCL
13,0.2545921118154315,0.3558562262187589,0,LV
0,0.1857488326210359,0.9630590548084622,1,SC
12,0.1082415018232502,0.481215111657791,0,LV
12,0.1560257161505097,0.3901445679717387,0,LV
3,0.1619368760589558,0.9999352097283476,1,SC
1,0.2896916961003297,0.8796305293521879,1,SCL
8,0.3937954211750791,0.3206641291811186,1,LV
5,0.3381412956570284,0.4057783139071565,1,LV
3,0.1940024092964523,0.9589601235256124,1,SC
4,0.073045353111131,0.9950057377769808,0,SC
6,0.3282687786237231,0.3835094904689792,1,LV
3,0.238960355274005,0.808817846778262,1,SCL
0,0.2882752220546668,0.8751222215769405,1,SCL
4,0.0280213731611718,0.9689981098210404,0,SC
5,0.1127827658355142,0.9865150517421526,1,SC
6,0.0939175749766818,0.8562453898628651,0,SCL
2,0.0654204591217315,0.9750430697272086,0,SC
11,0.4861645666939673,0.3744286389754084,1,LV
3,0.1712215383839423,0.9614401029635588,1,SC
3,0.0768982731293608,0.7340692835848625,0,SCL
0,0.1343082411713383,0.8543495011520115,0,SCL
7,0.1908345415658751,0.7344421206395035,0,SCL
2,0.0723851649707634,0.99283400549963,0,SC
4,0.0378273605010666,0.9720536751552714,0,SC
2,0.1423228502573121,0.9664529200154524,1,SC
1,0.1169361193765199,0.9819368479464832,1,SC
15,0.1251463000501581,0.3229552044852032,0,LV
9,0.4379679902450177,0.3620310412537023,1,LV
6,0.1794788723743449,0.4396763980438797,0,LV
5,0.1767917795077571,0.9760192951857533,1,SC
13,0.4316026228852049,0.3248411297460174,1,LV
8,0.096970344306072,0.8020403664134604,0,SCL
2,0.0951334101550924,0.7169515882622028,0,SCL
9,0.4309590172034871,0.363361880369351,1,LV
3,0.0899672410673931,0.9700343479077757,0,SC
0,0.0790186642034071,0.9952330797823368,0,SC
3,0.252431992747106,0.795369461136595,1,SCL
12,0.4464226734925283,0.428836912681886,1,LV
0,0.1080589591512557,0.9706845059860514,1,SC
2,0.1290904454718043,0.984213958698152,1,SC
5,0.2551711879013025,0.7823107368114419,1,SCL
0,0.1404692917069848,0.9874947327593924,1,SC
5,0.260799812476673,0.809308664882377,1,SCL
0,0.0513722678638225,0.9547239942068166,0,SC
15,0.342128071704657,0.4813965583959504,1,LV
8,0.2499946607027388,0.8517146195677783,1,SCL
8,0.2429812129733113,0.7003824247130082,1,SCL
3,0.1304853128841787,0.9710523958149876,1,SC
0,0.0386023450858753,0.9980851343707544,0,SC
5,0.2109106643924385,0.7298949911069095,1,SCL
13,0.4100818598159538,0.4380370470701663,1,LV
7,0.3887416752487208,0.4665555063505404,1,LV
3,0.1750694781477946,0.9825088488843452,1,SC
6,0.1971788923102883,0.7573349468437172,0,SCL
6,0.3987618245186336,0.4650986165821983,1,LV
15,0.3104841726454663,0.4906647620733374,1,LV
1,0.0556543682305853,0.955006126943901,0,SC
7,0.1863732886091107,0.4739685063476503,0,LV
1,0.037971993460213,0.9990119252036348,0,SC
11,0.445348207431148,0.4210361938931036,1,LV
4,0.1828119886995078,0.9512132984791584,1,SC
2,0.0209654361799901,0.9765838485942528,0,SC
1,0.1707720708906908,0.960070294156382,1,SC
8,0.1524379698302983,0.7334026455024658,0,SCL
2,0.0372223997043168,0.9976963919523832,0,SC
6,0.1079274552322989,0.7191207526168608,0,SCL
5,0.2982706531533847,0.4149309059823912,0,LV
6,0.2850031777190773,0.8992009685102637,1,SCL
9,0.2785945572995115,0.8239247888982529,1,SCL
3,0.0584418132532436,0.9663732037155408,0,SC
1,0.1667529340851317,0.9856616528347678,1,SC
8,0.3582485502303925,0.4922600820888564,1,LV
7,0.2782515281936222,0.8829610214813278,1,SCL
7,0.3309865232436465,0.3118852393586538,1,LV
9,0.3027730040808852,0.3685342650860417,1,LV
3,0.2510772080536291,0.7185211128293509,1,SCL
12,0.4506296754713886,0.4113456301478029,1,LV
13,0.2632410545311637,0.304381238564888,0,LV
8,0.434067483861576,0.4658843102133871,1,LV
2,0.1787220898756664,0.9848876043514434,1,SC
2,0.1656695776422744,0.7702682316732898,0,SCL
5,0.1295291166914133,0.8003252540723093,0,SCL
7,0.1726919457074111,0.3647112115529383,0,LV
12,0.1999343601066208,0.3550423437193205,0,LV
8,0.2070136688553639,0.3438167045469084,0,LV
4,0.0155824591625099,0.9896337147524328,0,SC
11,0.210547195103023,0.3205769097304453,0,LV
9,0.4484749102404394,0.4905542467380824,1,LV
4,0.0407778286250705,0.981730187642675,0,SC
9,0.1233799729648158,0.4243252653968288,0,LV
10,0.4011700434779319,0.4938396551672853,1,LV
7,0.2245550551322155,0.7941383935851156,1,SCL
6,0.064906737283115,0.8114558986922915,0,SCL
8,0.4823513313926321,0.3275886046007411,1,LV
6,0.2222724069969922,0.4834887326282312,0,LV
2,0.0796764017885692,0.950120777882288,0,SC
5,0.020238941637785,0.9852881693687392,0,SC
2,0.0278277318231915,0.9513685989004148,0,SC
0,0.1848747355799285,0.9695689565464858,1,SC
6,0.249161198762966,0.8234872340423176,1,SCL
5,0.0256815295090603,0.9845809701681584,0,SC
1,0.0466349250990861,0.9821321004139518,0,SC
3,0.0473694290073059,0.9594657758712736,0,SC
12,0.1253841263032828,0.3900105777206591,0,LV
2,0.1718183097478398,0.8226675277020332,0,SCL
8,0.2688506316834696,0.7847904976939184,1,SCL
6,0.0613301239504708,0.7339374233976866,0,SCL
1,0.083052391369419,0.9955655270812924,0,SC
6,0.1865455132333703,0.7169044739681468,0,SCL
0,0.2409897103720675,0.8466746160817369,1,SCL
4,0.1259192171754726,0.734263437367902,0,SCL
4,0.0984723268864789,0.9765056706591017,0,SC
0,0.0512402779544811,0.9760715147392122,0,SC
12,0.2198473358500031,0.3287890866302705,0,LV
3,0.2449147208715525,0.8115154064009736,1,SCL
7,0.3655401603156333,0.3798323504215043,1,LV
6,0.2005831403774245,0.7014526866109724,1,SCL
2,0.152098511919749,0.9760574538010192,1,SC
0,0.0137277595178147,0.988144717530063,0,SC
4,0.140299218677861,0.8482686041509105,0,SCL
2,0.1657149765349477,0.9816989250614916,1,SC
5,0.1754967825950129,0.9860802600404072,1,SC
6,0.1889988044986213,0.4860713688735048,0,LV
15,0.2498651766118223,0.3580774942088368,0,LV
7,0.4111147098737998,0.4587032478840465,1,LV
15,0.3073628970221749,0.3201690180082722,1,LV
4,0.2076149575741993,0.8955780144471772,1,SCL
11,0.3309094085463113,0.3770208617636227,1,LV
14,0.2474825599668849,0.3951003152750652,0,LV
5,0.1307951769762142,0.9513991789986712,1,SC
8,0.4024444066956962,0.4471033838813328,1,LV
5,0.083410976760665,0.8014262937231468,0,SCL
7,0.4316295007705002,0.3882237988800737,1,LV
0,0.0918148605544969,0.9998620996291137,0,SC
14,0.3235694620781368,0.3900741374303123,1,LV
5,0.2035321725085773,0.8350222823257564,1,SCL
3,0.2255150983771277,0.7068537675119181,1,SCL
1,0.2989498103622675,0.7340127618343446,1,SCL
1,0.0831582144216583,0.9632035423677872,0,SC
14,0.4262846190775905,0.442003828841703,1,LV
5,0.2006538135982583,0.4188342056002965,0,LV
4,0.0805183231187852,0.95205572523283,0,SC
5,0.2624431662559265,0.3333265381621428,0,LV
13,0.2194809666548043,0.3263522751973816,0,LV
0,0.1927621482221411,0.705009030299723,0,SCL
4,0.1981451339765917,0.955251181299537,1,SC
8,0.2135642651258587,0.7140623101847652,1,SCL
1,0.1012186830085066,0.9871005181644018,1,SC
13,0.1905893149486348,0.4776129104851447,0,LV
7,0.4559431357156381,0.4638330429943288,1,LV
9,0.3028063693012302,0.3696486967801948,1,LV
1,0.116110565144015,0.8975776490343018,0,SCL
6,0.0532626800955603,0.7117676687270468,0,SCL
14,0.4592683437625295,0.3024821804865491,1,LV
8,0.2167481352090495,0.4852698876649618,0,LV
4,0.1330555563879961,0.990668864036216,1,SC
2,0.1203914829806516,0.7403359664683397,0,SCL
14,0.3760252459959539,0.3756096624126705,1,LV
8,0.2408194838354524,0.7346111327976045,1,SCL
1,0.2918791089954237,0.7068902769734021,1,SCL
10,0.2151556525538095,0.7388304577639917,1,SCL
5,0.0640307245350844,0.9808049543206,0,SC
3,0.248445614172985,0.859264566994623,1,SCL
4,0.1672949703860703,0.9648684369334396,1,SC
5,0.1875319123661445,0.964956715488113,1,SC
3,0.1469123978064227,0.9687963324165432,1,SC
5,0.1443081790952577,0.9937448256988456,1,SC
6,0.2469559285537554,0.8905419546556809,1,SCL
5,0.117126578122029,0.991615280785611,1,SC
5,0.0113969517065901,0.967662196458272,0,SC
12,0.4672772268611228,0.3954720360931182,1,LV
13,0.4344519645279171,0.3426253107220967,1,LV
7,0.3360786947458196,0.4377625772121268,1,LV
3,0.0771647294667238,0.9837160607712212,0,SC
7,0.2912676160680124,0.7546913111891935,1,SCL
2,0.2137361194978923,0.7286674589182394,1,SCL
4,0.2452746458795903,0.835875205283468,1,SCL
14,0.1101018305094655,0.4160557358058172,0,LV
2,0.058456042483926,0.9905703139138352,0,SC
6,0.0637864991370161,0.730632193816668,0,SCL
12,0.1083103276211688,0.4502293319302858,0,LV
0,0.0480497636943457,0.9716920297113504,0,SC
3,0.2577353088011779,0.7280598874143557,1,SCL
12,0.2957105026544853,0.3983016304729851,0,LV
4,0.1702779926904259,0.9791853356967436,1,SC
5,0.265306538586462,0.7619215926205253,1,SCL
0,0.0840767979804469,0.981301353956006,0,SC
6,0.4160633985622661,0.4463015782060118,1,LV
2,0.0771344077826897,0.9998366524607007,0,SC
4,0.115379839323245,0.9584754256159908,1,SC
5,0.1720776563005992,0.9987357212961416,1,SC
0,0.0764212050452558,0.7264268595290246,0,SCL
7,0.2447274084846432,0.8139650319614724,1,SCL
2,0.0635178371151203,0.9908690169906764,0,SC
2,0.1946604843310697,0.9824384863629524,1,SC
2,0.2154101171887819,0.8871465210764792,1,SCL
5,0.1917518935950535,0.3841556435332914,0,LV
10,0.1349160366577477,0.4817781553881115,0,LV
15,0.1134766332740964,0.3379634947319024,0,LV
2,0.2905492704706193,0.812457842180041,1,SCL
3,0.2530405302448906,0.7785818974967861,1,SCL
3,0.0947753899358501,0.9790907323036404,0,SC
14,0.1160340378877897,0.3421815150412188,0,LV
5,0.4257769518840512,0.3604465422665475,1,LV
5,0.0119174724197227,0.9738791963566974,0,SC
4,0.2288022553783547,0.850490276835974,1,SCL
10,0.1809082920048539,0.801768125141186,0,SCL
6,0.1494128023576444,0.7469516425121739,0,SCL
0,0.0237936299354622,0.9541051796239692,0,SC
0,0.2702536637809309,0.8667847605144934,1,SCL
1,0.1192377189723299,0.9614189249516084,1,SC
7,0.3418458203322456,0.309710255390806,1,LV
2,0.0823002842359517,0.9591823735141832,0,SC
4,0.0998694529163019,0.9679161486439196,0,SC
2,0.2600861145212115,0.7281906536985222,1,SCL
0,0.1359705962513091,0.9581808374208736,1,SC
7,0.0828972352886744,0.8364395846359427,0,SCL
